Record_Hour,NMHC(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Month,DateOfMonth,Weekday,Weekend,dNMHC,dNOx,dNO2
4.0,0.0,0.0,908.0,0.0,1391.0,761.0,20.2,64.4,1.5035,10,3,6,1,0.0,0.0,0.0
5.0,0.0,0.0,948.0,0.0,1377.0,742.0,20.1,65.3,1.5153,10,3,6,1,0.0,0.0,0.0
6.0,0.0,0.0,972.0,0.0,1370.0,779.0,19.9,66.0,1.5141,10,3,6,1,0.0,0.0,0.0
7.0,0.0,0.0,829.0,0.0,1469.0,894.0,19.8,66.4,1.5145,10,3,6,1,0.0,0.0,0.0
8.0,0.0,0.0,800.0,0.0,1476.0,927.0,20.4,64.1,1.5178,10,3,6,1,0.0,0.0,0.0
9.0,0.0,0.0,727.0,0.0,1538.0,1034.0,21.6,60.8,1.5496,10,3,6,1,0.0,0.0,0.0
10.0,0.0,0.0,647.0,0.0,1638.0,1217.0,23.5,54.5,1.5553,10,3,6,1,0.0,0.0,0.0
11.0,0.0,0.0,711.0,0.0,1517.0,1093.0,25.7,46.6,1.5105,10,3,6,1,0.0,0.0,0.0
12.0,0.0,0.0,663.0,0.0,1588.0,1073.0,26.6,43.7,1.5031,10,3,6,1,0.0,0.0,0.0
13.0,0.0,0.0,715.0,0.0,1517.0,969.0,27.4,41.8,1.5056,10,3,6,1,0.0,0.0,0.0
14.0,0.0,0.0,794.0,0.0,1446.0,777.0,27.4,42.8,1.5344,10,3,6,1,0.0,0.0,0.0
15.0,0.0,0.0,769.0,0.0,1458.0,743.0,27.1,43.3,1.5255,10,3,6,1,0.0,0.0,0.0
16.0,0.0,0.0,775.0,0.0,1449.0,777.0,26.9,44.4,1.551,10,3,6,1,0.0,0.0,0.0
17.0,0.0,0.0,716.0,0.0,1488.0,819.0,26.9,44.4,1.5538,10,3,6,1,0.0,0.0,0.0
18.0,0.0,0.0,647.0,0.0,1619.0,1056.0,24.7,51.9,1.5868,10,3,6,1,0.0,0.0,0.0
19.0,0.0,0.0,514.0,0.0,1925.0,1481.0,23.7,55.6,1.6074,10,3,6,1,0.0,0.0,0.0
20.0,0.0,0.0,498.0,0.0,1929.0,1590.0,22.7,59.6,1.6261,10,3,6,1,0.0,0.0,0.0
21.0,0.0,0.0,654.0,0.0,1587.0,1211.0,21.9,61.4,1.5946,10,3,6,1,0.0,0.0,0.0
22.0,0.0,0.0,735.0,0.0,1506.0,1052.0,22.0,59.8,1.562,10,3,6,1,0.0,0.0,0.0
23.0,0.0,0.0,745.0,0.0,1522.0,1000.0,20.5,64.9,1.5473,10,3,6,1,0.0,0.0,0.0
0.0,0.0,0.0,828.0,0.0,1432.0,874.0,19.8,66.9,1.5277,10,4,0,0,0.0,0.0,0.0
1.0,0.0,0.0,838.0,0.0,1431.0,852.0,18.4,71.6,1.4997,10,4,0,0,0.0,0.0,0.0
2.0,0.0,0.0,969.0,0.0,1323.0,728.0,18.9,68.6,1.4818,10,4,0,0,0.0,0.0,0.0
3.0,0.0,0.0,1037.0,0.0,1322.0,713.0,17.8,72.3,1.4546,10,4,0,0,0.0,0.0,0.0
4.0,0.0,0.0,997.0,0.0,1326.0,734.0,17.1,73.9,1.4262,10,4,0,0,0.0,0.0,0.0
5.0,0.0,0.0,937.0,0.0,1351.0,777.0,17.7,70.3,1.4088,10,4,0,0,0.0,0.0,0.0
6.0,0.0,0.0,858.0,0.0,1373.0,815.0,17.1,71.8,1.3936,10,4,0,0,0.0,0.0,0.0
7.0,0.0,0.0,706.0,0.0,1573.0,1002.0,18.3,67.5,1.4044,10,4,0,0,0.0,0.0,0.0
8.0,0.0,0.0,550.0,0.0,1864.0,1302.0,18.5,67.0,1.4135,10,4,0,0,0.0,0.0,0.0
9.0,0.0,0.0,505.0,0.0,1967.0,1542.0,19.9,61.7,1.4193,10,4,0,0,0.0,0.0,0.0
10.0,0.0,0.0,527.0,0.0,1886.0,1571.0,22.9,52.6,1.4519,10,4,0,0,0.0,0.0,0.0
11.0,0.0,0.0,519.0,0.0,1910.0,1614.0,24.2,49.0,1.4586,10,4,0,0,0.0,0.0,0.0
12.0,0.0,0.0,516.0,0.0,1931.0,1583.0,25.8,44.7,1.459,10,4,0,0,0.0,0.0,0.0
13.0,0.0,0.0,561.0,0.0,1829.0,1285.0,26.0,44.5,1.4731,10,4,0,0,0.0,0.0,0.0
14.0,0.0,0.0,625.0,0.0,1655.0,1094.0,27.1,40.2,1.4217,10,4,0,0,0.0,0.0,0.0
15.0,0.0,0.0,612.0,0.0,1707.0,1113.0,27.4,39.8,1.4318,10,4,0,0,0.0,0.0,0.0
16.0,0.0,0.0,528.0,0.0,1898.0,1395.0,28.9,36.3,1.4291,10,4,0,0,0.0,0.0,0.0
17.0,0.0,0.0,451.0,0.0,2181.0,1620.0,28.4,37.5,1.4251,10,4,0,0,0.0,0.0,0.0
18.0,0.0,0.0,391.0,0.0,2523.0,1882.0,26.0,43.9,1.4562,10,4,0,0,0.0,0.0,0.0
19.0,0.0,0.0,378.0,0.0,2612.0,2006.0,24.3,49.6,1.486,10,4,0,0,0.0,0.0,0.0
20.0,0.0,0.0,520.0,0.0,1925.0,1643.0,23.3,53.0,1.4939,10,4,0,0,0.0,0.0,0.0
21.0,0.0,0.0,699.0,0.0,1539.0,1239.0,22.6,55.1,1.4899,10,4,0,0,0.0,0.0,0.0
22.0,0.0,0.0,731.0,0.0,1499.0,1121.0,21.2,59.3,1.4787,10,4,0,0,0.0,0.0,0.0
23.0,0.0,0.0,787.0,0.0,1446.0,1012.0,20.6,60.9,1.4642,10,4,0,0,0.0,0.0,0.0
0.0,0.0,0.0,810.0,0.0,1425.0,961.0,20.0,63.1,1.4592,10,5,1,0,0.0,0.0,0.0
1.0,0.0,0.0,971.0,0.0,1335.0,825.0,19.7,63.4,1.4383,10,5,1,0,0.0,0.0,0.0
2.0,0.0,0.0,1081.0,0.0,1270.0,703.0,20.8,58.8,1.4305,10,5,1,0,0.0,0.0,0.0
3.0,0.0,0.0,1072.0,0.0,1280.0,752.0,17.8,69.8,1.4058,10,5,1,0,0.0,0.0,0.0
4.0,0.0,0.0,1053.0,0.0,1260.0,741.0,18.8,65.3,1.4023,10,5,1,0,0.0,0.0,0.0
5.0,0.0,0.0,955.0,0.0,1334.0,786.0,17.6,69.5,1.3889,10,5,1,0,0.0,0.0,0.0
6.0,0.0,0.0,763.0,0.0,1450.0,952.0,17.4,69.7,1.3714,10,5,1,0,0.0,0.0,0.0
7.0,0.0,0.0,476.0,0.0,2195.0,1601.0,17.4,70.1,1.3783,10,5,1,0,0.0,0.0,0.0
8.0,0.0,0.0,491.0,0.0,1998.0,1621.0,18.5,65.5,1.3787,10,5,1,0,0.0,0.0,0.0
9.0,0.0,0.0,525.0,0.0,1870.0,1622.0,20.6,58.5,1.4054,10,5,1,0,0.0,0.0,0.0
10.0,0.0,0.0,513.0,0.0,1910.0,1759.0,23.9,48.7,1.4269,10,5,1,0,0.0,0.0,0.0
11.0,0.0,0.0,539.0,0.0,1790.0,1666.0,26.0,43.8,1.4499,10,5,1,0,0.0,0.0,0.0
12.0,0.0,0.0,453.0,0.0,2130.0,1918.0,28.6,37.3,1.4423,10,5,1,0,0.0,0.0,0.0
13.0,0.0,0.0,516.0,0.0,1886.0,1525.0,27.9,38.0,1.4029,10,5,1,0,0.0,0.0,0.0
14.0,0.0,0.0,575.0,0.0,1717.0,1332.0,28.4,37.6,1.4282,10,5,1,0,0.0,0.0,0.0
15.0,0.0,0.0,611.0,0.0,1675.0,1183.0,28.5,37.3,1.4329,10,5,1,0,0.0,0.0,0.0
16.0,0.0,0.0,533.0,0.0,1841.0,1414.0,30.8,31.8,1.3908,10,5,1,0,0.0,0.0,0.0
17.0,0.0,0.0,459.0,0.0,2181.0,1680.0,29.7,33.1,1.3546,10,5,1,0,0.0,0.0,0.0
18.0,0.0,0.0,401.0,0.0,2403.0,2004.0,27.0,40.2,1.4158,10,5,1,0,0.0,0.0,0.0
19.0,0.0,0.0,380.0,0.0,2473.0,2094.0,25.6,47.5,1.539,10,5,1,0,0.0,0.0,0.0
20.0,0.0,0.0,475.0,0.0,2018.0,1780.0,23.9,57.2,1.6774,10,5,1,0,0.0,0.0,0.0
21.0,0.0,0.0,500.0,0.0,1829.0,1640.0,22.7,60.8,1.6582,10,5,1,0,0.0,0.0,0.0
22.0,0.0,0.0,602.0,0.0,1580.0,1379.0,21.8,59.9,1.5492,10,5,1,0,0.0,0.0,0.0
23.0,0.0,0.0,688.0,0.0,1470.0,1139.0,22.4,58.3,1.561,10,5,1,0,0.0,0.0,0.0
0.0,0.0,0.0,760.0,0.0,1411.0,1001.0,21.7,60.2,1.5442,10,6,2,0,0.0,0.0,0.0
1.0,0.0,0.0,810.0,0.0,1377.0,910.0,21.2,61.4,1.5258,10,6,2,0,0.0,0.0,0.0
2.0,0.0,0.0,841.0,0.0,1377.0,895.0,19.3,68.4,1.513,10,6,2,0,0.0,0.0,0.0
3.0,0.0,0.0,943.0,0.0,1310.0,805.0,19.8,65.1,1.49,10,6,2,0,0.0,0.0,0.0
4.0,0.0,0.0,992.0,0.0,1285.0,761.0,20.0,62.9,1.4495,10,6,2,0,0.0,0.0,0.0
5.0,0.0,0.0,933.0,0.0,1304.0,805.0,18.3,68.5,1.4291,10,6,2,0,0.0,0.0,0.0
6.0,0.0,0.0,804.0,0.0,1395.0,894.0,18.1,68.5,1.4067,10,6,2,0,0.0,0.0,0.0
7.0,0.0,0.0,506.0,0.0,1972.0,1439.0,17.6,70.5,1.4057,10,6,2,0,0.0,0.0,0.0
8.0,0.0,0.0,429.0,0.0,2183.0,1706.0,18.3,67.8,1.4091,10,6,2,0,0.0,0.0,0.0
9.0,0.0,0.0,473.0,0.0,2039.0,1756.0,20.4,61.2,1.447,10,6,2,0,0.0,0.0,0.0
10.0,0.0,0.0,560.0,0.0,1713.0,1493.0,22.5,55.6,1.499,10,6,2,0,0.0,0.0,0.0
11.0,0.0,0.0,530.0,0.0,1771.0,1567.0,25.7,46.4,1.507,10,6,2,0,0.0,0.0,0.0
12.0,0.0,0.0,542.0,0.0,1784.0,1376.0,26.8,44.6,1.5467,10,6,2,0,0.0,0.0,0.0
13.0,0.0,0.0,518.0,0.0,1845.0,1399.0,26.0,46.4,1.5414,10,6,2,0,0.0,0.0,0.0
14.0,0.0,0.0,563.0,0.0,1729.0,1293.0,26.3,46.0,1.5478,10,6,2,0,0.0,0.0,0.0
15.0,0.0,0.0,530.0,0.0,1789.0,1348.0,27.4,43.9,1.5811,10,6,2,0,0.0,0.0,0.0
16.0,0.0,0.0,542.0,0.0,1772.0,1314.0,29.6,36.7,1.4936,10,6,2,0,0.0,0.0,0.0
17.0,0.0,0.0,476.0,0.0,1966.0,1507.0,28.7,37.3,1.4486,10,6,2,0,0.0,0.0,0.0
18.0,0.0,0.0,463.0,0.0,2022.0,1660.0,25.7,44.1,1.4331,10,6,2,0,0.0,0.0,0.0
19.0,0.0,0.0,360.0,0.0,2553.0,2143.0,24.5,49.5,1.5022,10,6,2,0,0.0,0.0,0.0
20.0,0.0,0.0,427.0,0.0,2195.0,1968.0,23.3,54.4,1.5386,10,6,2,0,0.0,0.0,0.0
21.0,0.0,0.0,542.0,0.0,1759.0,1490.0,22.4,57.9,1.5449,10,6,2,0,0.0,0.0,0.0
22.0,0.0,0.0,641.0,0.0,1553.0,1249.0,22.7,55.8,1.5218,10,6,2,0,0.0,0.0,0.0
23.0,0.0,0.0,620.0,0.0,1570.0,1265.0,20.4,62.4,1.4758,10,6,2,0,0.0,0.0,0.0
0.0,0.0,0.0,650.0,0.0,1529.0,1181.0,20.3,64.2,1.5063,10,7,3,0,0.0,0.0,0.0
1.0,0.0,0.0,814.0,0.0,1385.0,954.0,21.4,60.6,1.5236,10,7,3,0,0.0,0.0,0.0
2.0,0.0,0.0,894.0,0.0,1375.0,875.0,20.3,66.3,1.5657,10,7,3,0,0.0,0.0,0.0
3.0,0.0,0.0,925.0,0.0,1321.0,838.0,20.9,62.2,1.5182,10,7,3,0,0.0,0.0,0.0
4.0,0.0,0.0,948.0,0.0,1329.0,825.0,19.9,66.1,1.5198,10,7,3,0,0.0,0.0,0.0
5.0,0.0,0.0,852.0,0.0,1400.0,882.0,19.8,67.1,1.5305,10,7,3,0,0.0,0.0,0.0
6.0,0.0,0.0,741.0,0.0,1479.0,990.0,20.1,64.4,1.4967,10,7,3,0,0.0,0.0,0.0
7.0,0.0,0.0,518.0,0.0,1899.0,1423.0,19.7,66.4,1.5035,10,7,3,0,0.0,0.0,0.0
8.0,0.0,0.0,383.0,0.0,2464.0,1823.0,20.9,62.4,1.5226,10,7,3,0,0.0,0.0,0.0
9.0,0.0,0.0,491.0,0.0,1937.0,1581.0,22.5,57.0,1.5314,10,7,3,0,0.0,0.0,0.0
10.0,0.0,0.0,516.0,0.0,1864.0,1500.0,23.5,53.4,1.5241,10,7,3,0,0.0,0.0,0.0
11.0,0.0,0.0,587.0,0.0,1668.0,1268.0,24.7,48.2,1.4802,10,7,3,0,0.0,0.0,0.0
12.0,0.0,0.0,571.0,0.0,1743.0,1230.0,27.1,40.9,1.4405,10,7,3,0,0.0,0.0,0.0
13.0,0.0,0.0,561.0,0.0,1739.0,1204.0,25.9,44.2,1.4576,10,7,3,0,0.0,0.0,0.0
14.0,0.0,0.0,566.0,0.0,1747.0,1205.0,26.9,41.8,1.4555,10,7,3,0,0.0,0.0,0.0
15.0,0.0,0.0,605.0,0.0,1651.0,1103.0,27.2,40.7,1.4481,10,7,3,0,0.0,0.0,0.0
16.0,0.0,267.0,572.0,87.0,1707.0,1195.0,28.6,37.6,1.4468,10,7,3,0,0.0,--131.0,--24.0
17.0,0.0,398.0,447.0,111.0,2110.0,1618.0,28.0,38.5,1.437,10,7,3,0,0.0,--20.0,--8.0
18.0,0.0,418.0,463.0,119.0,2024.0,1637.0,25.2,45.8,1.4464,10,7,3,0,0.0,--97.0,--9.0
19.0,0.0,515.0,399.0,128.0,2370.0,1876.0,24.0,50.6,1.4892,10,7,3,0,0.0,--154.0,11.0
20.0,0.0,669.0,396.0,117.0,2280.0,1959.0,23.2,54.7,1.5296,10,7,3,0,0.0,343.0,25.0
21.0,0.0,326.0,559.0,92.0,1715.0,1477.0,22.3,57.1,1.5219,10,7,3,0,0.0,117.0,19.0
22.0,0.0,209.0,658.0,73.0,1572.0,1210.0,21.8,58.2,1.5036,10,7,3,0,0.0,26.0,13.0
23.0,0.0,183.0,658.0,60.0,1556.0,1160.0,20.9,61.3,1.4923,10,7,3,0,0.0,18.0,0.0
0.0,0.0,165.0,668.0,60.0,1517.0,1116.0,20.6,62.0,1.4827,10,8,4,0,0.0,54.0,7.0
1.0,0.0,111.0,762.0,53.0,1423.0,974.0,20.3,62.5,1.472,10,8,4,0,0.0,44.0,6.0
2.0,0.0,67.0,920.0,47.0,1317.0,820.0,20.5,62.1,1.4771,10,8,4,0,0.0,0.0,0.0
3.0,0.0,0.0,931.0,0.0,1326.0,792.0,18.7,68.5,1.4586,10,8,4,0,0.0,0.0,0.0
4.0,0.0,88.0,865.0,43.0,1360.0,839.0,18.2,70.3,1.4498,10,8,4,0,0.0,--59.0,--4.0
5.0,0.0,147.0,817.0,47.0,1390.0,898.0,18.2,70.1,1.4552,10,8,4,0,0.0,--132.0,--3.0
6.0,0.0,279.0,653.0,50.0,1589.0,1096.0,18.2,70.0,1.4519,10,8,4,0,0.0,--386.0,--31.0
7.0,0.0,665.0,440.0,81.0,2205.0,1786.0,19.4,66.5,1.4801,10,8,4,0,0.0,73.0,6.0
8.0,0.0,592.0,465.0,75.0,2033.0,1604.0,19.5,66.9,1.4999,10,8,4,0,0.0,35.0,--12.0
9.0,0.0,557.0,483.0,87.0,1984.0,1637.0,21.1,61.1,1.5056,10,8,4,0,0.0,--136.0,--41.0
10.0,0.0,693.0,435.0,128.0,2141.0,1827.0,23.2,54.7,1.5349,10,8,4,0,0.0,163.0,23.0
11.0,0.0,530.0,496.0,105.0,1913.0,1641.0,24.4,52.5,1.5807,10,8,4,0,0.0,118.0,4.0
12.0,0.0,412.0,518.0,101.0,1883.0,1505.0,26.4,45.8,1.553,10,8,4,0,0.0,46.0,1.0
13.0,0.0,366.0,520.0,100.0,1916.0,1465.0,27.7,39.2,1.4356,10,8,4,0,0.0,22.0,2.0
14.0,0.0,344.0,548.0,98.0,1805.0,1368.0,28.0,39.6,1.4738,10,8,4,0,0.0,5.0,0.0
15.0,0.0,339.0,525.0,98.0,1845.0,1748.0,28.7,38.4,1.486,10,8,4,0,0.0,42.0,0.0
16.0,0.0,297.0,586.0,98.0,1690.0,1301.0,28.5,39.4,1.5147,10,8,4,0,0.0,3.0,8.0
17.0,0.0,294.0,543.0,90.0,1799.0,1338.0,28.4,39.8,1.5191,10,8,4,0,0.0,83.0,6.0
18.0,0.0,211.0,534.0,84.0,1846.0,1337.0,26.4,45.9,1.5572,10,8,4,0,0.0,--112.0,--17.0
19.0,0.0,323.0,497.0,101.0,1895.0,1516.0,25.2,49.5,1.5665,10,8,4,0,0.0,--10.0,3.0
20.0,0.0,333.0,525.0,98.0,1797.0,1435.0,24.9,50.9,1.5856,10,8,4,0,0.0,170.0,22.0
21.0,0.0,163.0,619.0,76.0,1615.0,1178.0,24.6,52.2,1.5951,10,8,4,0,0.0,12.0,5.0
22.0,0.0,151.0,652.0,71.0,1559.0,1111.0,24.0,54.4,1.6049,10,8,4,0,0.0,--16.0,0.0
23.0,0.0,167.0,666.0,71.0,1569.0,1112.0,23.8,56.1,1.6298,10,8,4,0,0.0,--7.0,5.0
0.0,0.0,174.0,665.0,66.0,1565.0,1109.0,22.3,60.6,1.608,10,9,5,1,0.0,32.0,4.0
1.0,0.0,142.0,673.0,62.0,1519.0,1072.0,21.9,61.5,1.5967,10,9,5,1,0.0,--13.0,4.0
2.0,0.0,155.0,697.0,58.0,1502.0,1030.0,21.1,64.5,1.594,10,9,5,1,0.0,0.0,0.0
3.0,0.0,0.0,766.0,0.0,1447.0,935.0,21.0,64.4,1.5828,10,9,5,1,0.0,0.0,0.0
4.0,0.0,96.0,780.0,48.0,1450.0,922.0,21.3,63.9,1.5951,10,9,5,1,0.0,--58.0,--5.0
5.0,0.0,154.0,681.0,53.0,1549.0,1054.0,20.8,66.7,1.6201,10,9,5,1,0.0,--57.0,--2.0
6.0,0.0,211.0,681.0,55.0,1548.0,1082.0,20.6,67.5,1.621,10,9,5,1,0.0,--170.0,--8.0
7.0,0.0,381.0,523.0,63.0,1872.0,1365.0,20.9,66.3,1.6165,10,9,5,1,0.0,--89.0,--6.0
8.0,0.0,470.0,489.0,69.0,1940.0,1497.0,21.5,63.7,1.6186,10,9,5,1,0.0,6.0,--15.0
9.0,0.0,464.0,502.0,84.0,1868.0,1540.0,23.7,56.0,1.6238,10,9,5,1,0.0,14.0,--11.0
10.0,0.0,450.0,498.0,95.0,1899.0,1554.0,26.0,48.2,1.598,10,9,5,1,0.0,176.0,15.0
11.0,0.0,274.0,588.0,80.0,1689.0,1252.0,28.5,42.4,1.6286,10,9,5,1,0.0,--32.0,--7.0
12.0,0.0,306.0,512.0,87.0,1873.0,1455.0,28.1,45.3,1.6957,10,9,5,1,0.0,--2.0,--7.0
13.0,0.0,308.0,539.0,94.0,1812.0,1339.0,29.0,43.9,1.7309,10,9,5,1,0.0,122.0,18.0
14.0,0.0,186.0,624.0,76.0,1650.0,1062.0,28.9,44.3,1.7392,10,9,5,1,0.0,--52.0,--16.0
15.0,0.0,238.0,548.0,92.0,1775.0,1266.0,29.6,42.3,1.7248,10,9,5,1,0.0,--11.0,--2.0
16.0,0.0,249.0,578.0,94.0,1716.0,1223.0,29.4,42.9,1.7308,10,9,5,1,0.0,--129.0,--16.0
17.0,0.0,378.0,502.0,110.0,1907.0,1469.0,28.7,45.1,1.7468,10,9,5,1,0.0,--8.0,1.0
18.0,0.0,386.0,470.0,109.0,1990.0,1553.0,27.0,51.2,1.7928,10,9,5,1,0.0,--75.0,--13.0
19.0,0.0,461.0,448.0,122.0,2065.0,1689.0,26.5,52.7,1.7966,10,9,5,1,0.0,67.0,15.0
20.0,0.0,394.0,535.0,107.0,1796.0,1387.0,26.2,51.7,1.7334,10,9,5,1,0.0,128.0,24.0
21.0,0.0,266.0,630.0,83.0,1641.0,1139.0,24.8,56.4,1.7447,10,9,5,1,0.0,108.0,21.0
22.0,0.0,158.0,701.0,62.0,1565.0,960.0,24.9,56.0,1.7367,10,9,5,1,0.0,--161.0,--27.0
23.0,0.0,319.0,565.0,89.0,1738.0,1293.0,24.5,57.5,1.7433,10,9,5,1,0.0,--90.0,--14.0
0.0,0.0,409.0,552.0,103.0,1812.0,1357.0,24.7,56.9,1.7438,10,10,6,1,0.0,186.0,29.0
1.0,0.0,223.0,621.0,74.0,1664.0,1103.0,23.9,59.2,1.7327,10,10,6,1,0.0,116.0,22.0
2.0,0.0,107.0,732.0,52.0,1560.0,857.0,23.8,60.2,1.7515,10,10,6,1,0.0,0.0,0.0
3.0,0.0,0.0,845.0,0.0,1440.0,658.0,23.5,61.3,1.7538,10,10,6,1,0.0,0.0,0.0
4.0,0.0,50.0,942.0,38.0,1406.0,549.0,22.8,64.0,1.7507,10,10,6,1,0.0,--6.0,--1.0
5.0,0.0,56.0,910.0,39.0,1429.0,627.0,22.2,65.6,1.7355,10,10,6,1,0.0,--107.0,--20.0
6.0,0.0,163.0,753.0,59.0,1526.0,930.0,21.3,69.1,1.7275,10,10,6,1,0.0,--24.0,3.0
7.0,0.0,187.0,705.0,56.0,1574.0,1001.0,21.3,68.2,1.7127,10,10,6,1,0.0,37.0,5.0
8.0,0.0,150.0,765.0,51.0,1521.0,917.0,22.2,65.2,1.7256,10,10,6,1,0.0,47.0,0.0
9.0,0.0,103.0,807.0,51.0,1494.0,834.0,24.1,59.0,1.7449,10,10,6,1,0.0,--40.0,--7.0
10.0,0.0,143.0,814.0,58.0,1489.0,796.0,24.3,61.6,1.8468,10,10,6,1,0.0,--77.0,--10.0
11.0,0.0,220.0,680.0,68.0,1653.0,1040.0,24.8,59.6,1.8351,10,10,6,1,0.0,--81.0,--13.0
12.0,0.0,301.0,668.0,81.0,1622.0,1110.0,24.5,58.8,1.7838,10,10,6,1,0.0,87.0,8.0
13.0,0.0,214.0,768.0,73.0,1546.0,836.0,21.0,76.8,1.8881,10,10,6,1,0.0,52.0,4.0
14.0,0.0,162.0,872.0,69.0,1476.0,704.0,19.8,78.0,1.7879,10,10,6,1,0.0,--70.0,--12.0
15.0,0.0,232.0,815.0,81.0,1510.0,773.0,19.4,80.5,1.7917,10,10,6,1,0.0,--22.0,--1.0
16.0,0.0,254.0,784.0,82.0,1531.0,811.0,19.6,79.1,1.7877,10,10,6,1,0.0,30.0,11.0
17.0,0.0,224.0,744.0,71.0,1578.0,848.0,20.8,73.1,1.7695,10,10,6,1,0.0,--23.0,--10.0
18.0,0.0,247.0,733.0,81.0,1586.0,892.0,21.1,68.6,1.7014,10,10,6,1,0.0,--87.0,--6.0
19.0,0.0,334.0,726.0,87.0,1563.0,992.0,21.1,68.3,1.6914,10,10,6,1,0.0,95.0,15.0
20.0,0.0,239.0,734.0,72.0,1576.0,950.0,21.2,67.7,1.6848,10,10,6,1,0.0,71.0,9.0
21.0,0.0,168.0,806.0,63.0,1517.0,882.0,20.8,68.6,1.6719,10,10,6,1,0.0,--17.0,0.0
22.0,0.0,185.0,767.0,63.0,1527.0,883.0,20.8,68.1,1.6585,10,10,6,1,0.0,7.0,0.0
23.0,0.0,178.0,768.0,63.0,1549.0,892.0,20.7,68.4,1.6507,10,10,6,1,0.0,46.0,8.0
0.0,0.0,132.0,799.0,55.0,1502.0,836.0,20.1,70.5,1.6384,10,11,0,0,0.0,--3.0,3.0
1.0,0.0,135.0,794.0,52.0,1502.0,837.0,20.2,67.9,1.5901,10,11,0,0,0.0,96.0,20.0
2.0,0.0,39.0,1203.0,32.0,1302.0,498.0,19.4,70.4,1.5663,10,11,0,0,0.0,0.0,0.0
3.0,0.0,0.0,1166.0,0.0,1304.0,494.0,18.8,73.8,1.5885,10,11,0,0,0.0,0.0,0.0
4.0,0.0,33.0,1139.0,29.0,1321.0,507.0,17.9,77.7,1.5795,10,11,0,0,0.0,--57.0,--15.0
5.0,0.0,90.0,956.0,44.0,1385.0,660.0,18.2,76.9,1.5945,10,11,0,0,0.0,--74.0,--9.0
6.0,0.0,164.0,757.0,53.0,1486.0,902.0,18.6,74.9,1.5918,10,11,0,0,0.0,--172.0,--9.0
7.0,0.0,336.0,559.0,62.0,1888.0,1240.0,19.6,70.3,1.5821,10,11,0,0,0.0,--30.0,--6.0
8.0,0.0,366.0,499.0,68.0,1971.0,1395.0,20.2,66.6,1.5567,10,11,0,0,0.0,--199.0,--17.0
9.0,0.0,565.0,475.0,85.0,2049.0,1625.0,19.7,68.9,1.5638,10,11,0,0,0.0,29.0,--3.0
10.0,0.0,536.0,564.0,88.0,1789.0,1359.0,19.2,73.4,1.6192,10,11,0,0,0.0,120.0,6.0
11.0,0.0,416.0,647.0,82.0,1623.0,1152.0,20.0,69.6,1.607,10,11,0,0,0.0,37.0,--9.0
12.0,0.0,379.0,607.0,91.0,1738.0,1159.0,21.1,64.0,1.5795,10,11,0,0,0.0,11.0,4.0
13.0,0.0,368.0,557.0,87.0,1837.0,1179.0,20.2,67.4,1.5832,10,11,0,0,0.0,--76.0,--3.0
14.0,0.0,444.0,566.0,90.0,1810.0,1227.0,20.2,68.9,1.6074,10,11,0,0,0.0,92.0,--7.0
15.0,0.0,352.0,634.0,97.0,1667.0,1119.0,21.9,57.6,1.4942,10,11,0,0,0.0,--23.0,--2.0
16.0,0.0,375.0,574.0,99.0,1814.0,1243.0,23.2,52.0,1.4642,10,11,0,0,0.0,--104.0,--10.0
17.0,0.0,479.0,499.0,109.0,2072.0,1449.0,21.7,59.1,1.5115,10,11,0,0,0.0,31.0,14.0
18.0,0.0,448.0,525.0,95.0,1966.0,1405.0,20.8,61.4,1.4898,10,11,0,0,0.0,60.0,15.0
19.0,0.0,388.0,537.0,80.0,1920.0,1444.0,19.9,64.2,1.4711,10,11,0,0,0.0,12.0,4.0
20.0,0.0,376.0,592.0,76.0,1751.0,1386.0,19.7,65.1,1.4769,10,11,0,0,0.0,152.0,14.0
21.0,0.0,224.0,700.0,62.0,1556.0,1102.0,20.0,63.3,1.4672,10,11,0,0,0.0,18.0,5.0
22.0,0.0,206.0,743.0,57.0,1525.0,1041.0,19.0,66.1,1.4415,10,11,0,0,0.0,63.0,0.0
23.0,0.0,143.0,846.0,57.0,1381.0,881.0,18.8,60.9,1.3032,10,11,0,0,0.0,30.0,3.0
0.0,0.0,113.0,919.0,54.0,1340.0,791.0,18.9,60.7,1.311,10,12,1,0,0.0,20.0,4.0
1.0,0.0,93.0,915.0,50.0,1345.0,796.0,18.1,65.2,1.343,10,12,1,0,0.0,35.0,6.0
2.0,0.0,58.0,1134.0,44.0,1277.0,647.0,18.3,65.1,1.3529,10,12,1,0,0.0,0.0,0.0
3.0,0.0,0.0,1072.0,0.0,1300.0,716.0,18.3,66.9,1.3952,10,12,1,0,0.0,0.0,0.0
4.0,0.0,56.0,1029.0,34.0,1311.0,719.0,17.8,67.5,1.3674,10,12,1,0,0.0,--49.0,--10.0
5.0,0.0,105.0,982.0,44.0,1312.0,733.0,16.9,66.7,1.2772,10,12,1,0,0.0,--138.0,--30.0
6.0,0.0,243.0,881.0,74.0,1356.0,835.0,17.8,60.6,1.2276,10,12,1,0,0.0,--249.0,--27.0
7.0,0.0,492.0,671.0,101.0,1650.0,1094.0,17.6,60.8,1.2151,10,12,1,0,0.0,57.0,--2.0
